endTime,artistName,trackName,msPlayed
2021-02-18 01:54,The Shanghai Restoration Project,dark HORSE,264600
2021-02-18 01:57,Wax Tailor,Que Sera,164093
2021-02-18 02:01,Andrew Bird,Sisyphus,247493
2021-02-18 02:05,Wax Tailor,How I Feel,258293
2021-02-18 02:09,Nightmares On Wax,You Wish,210466
2021-02-18 02:16,Baka Beyond,Ohureo,413306
2021-02-18 02:20,Zero 7,Today,245640
2021-02-18 02:22,Moondog,Bird's Lament,123893
2021-02-18 02:27,Max Sedgley,Slowly,325213
2021-02-18 02:32,Kaki King,Doing the Wrong Thing,304040
2021-02-18 02:37,Brian Witzig,Take Out,284680
2021-02-18 02:42,Tinariwen,Toumast,266706
2021-02-18 02:47,RJD2,Ghostwriter,317933
2021-02-18 02:52,Nightmares On Wax,Flip Ya Lid,324173
2021-02-18 02:59,Gramatik,Just Jammin',389500
2021-02-18 03:01,Nina Simone,See-Line Woman,155426
2021-02-18 03:06,Moonchild,Cure,246146
2021-02-18 03:09,Zero 7,Futures,233226
2021-02-18 03:11,"Crosby, Stills, Nash & Young",Find the Cost of Freedom,118373
2021-02-18 03:14,Solange,Stay Flo,175706
2021-02-18 03:19,Talking Heads,This Must Be the Place (Naive Melody) - 2005 Remaster,296146
2021-02-18 03:21,Onra,Ms. Ho,116758
2021-02-18 03:23,Cosmo Sheldrake,Birthday Suit,80406
2021-02-18 03:35,Fat Freddy's Drop,Roady,13935
2021-02-18 03:39,Sade,Smooth Operator - Single Version,258693
2021-02-18 03:44,Sade,By Your Side,274933
2021-02-18 03:48,Sade,The Sweetest Taboo,277373
2021-02-18 04:18,Sade,No Ordinary Love,276386
2021-02-18 16:52,Marion,Café,19210
2021-02-18 16:53,Father John Misty,Real Love Baby,9540
2021-02-18 16:55,Ratatat,Bare Feast,157786
2021-02-18 16:59,Ratatat,Noose,215400
2021-02-18 17:02,Ratatat,Spanish Armada,178480
2021-02-18 17:05,Ratatat,Nostrand,184040
2021-02-18 21:07,Ratatat,Cherry,71311
2021-02-18 21:12,Ratatat,Drugs,294640
2021-02-18 21:14,Ratatat,Bare Feast,157786
2021-02-18 21:16,Ratatat,Mahalo,121893
2021-02-18 21:20,Ratatat,Mandy,222413
2021-02-18 21:24,Ratatat,Bilar,253880
2021-02-18 21:28,Ratatat,Noose,215400
2021-02-18 21:32,Ratatat,Shiller,257600
2021-02-18 21:36,Ratatat,Cream On Chrome - Single Edit,235362
2021-02-18 21:39,Ratatat,Spanish Armada,178480
2021-02-18 21:43,Ratatat,Mirando,232146
2021-02-18 21:46,Ratatat,Pricks Of Brightness,188135
2021-02-18 21:49,Ratatat,Nostrand,184040
2021-02-18 21:54,Ratatat,Lex,269746
2021-02-18 23:48,Ratatat,Mi Viejo,116665
2021-02-18 23:49,Ratatat,Cherry,338333
2021-02-18 23:51,Ratatat,Wildcat,99686
2021-02-18 23:51,Gym Class Heroes,Cupid's Chokehold / Breakfast in America - Radio Mix,8707
2021-02-18 23:51,A$AP Rocky,Jukebox Joints (feat. Joe Fox & Kanye West),3599
2021-02-19 01:38,Galantis,No Money,153321
2021-02-19 01:41,A$AP Rocky,Babushka Boi,187105
2021-02-19 01:45,Dirty South,City Of Dreams - Radio Edit,226866
2021-02-19 01:52,Removebeforeflight,School Globes,110550
2021-02-19 01:56,RUNAGROUND,Chase You Down,228780
2021-02-19 01:59,Zedd,Beautiful Now,170384
2021-02-19 02:03,ayokay,Kings of Summer,222644
2021-02-19 02:06,Journey,Any Way You Want It,201693
2021-02-19 02:07,Culture Club,Karma Chameleon,2414
2021-02-19 02:07,AG Club,Brass,47257
2021-02-19 02:52,Van Morrison,Crazy Love - 2013 Remaster,155453
2021-02-19 02:55,Van Morrison,Domino - 1999 Remaster,189427
2021-02-19 03:01,Van Morrison,Caravan - 2013 Remaster,300800
2021-02-19 03:06,Van Morrison,In the Garden,347160
2021-02-19 03:11,Van Morrison,Sweet Thing - 2015 Remaster,262253
2021-02-19 03:15,Van Morrison,Have I Told You Lately,260387
2021-02-19 03:21,Van Morrison,I'm Not Feeling It Anymore,383047
2021-02-19 03:24,Van Morrison,Crazy Love - 2013 Remaster,155453
2021-02-19 03:27,Van Morrison,Domino - 1999 Remaster,189427
2021-02-19 03:28,Van Morrison,Caravan - 2013 Remaster,37373
2021-02-19 03:34,Van Morrison,In the Garden,347160
2021-02-19 03:38,Van Morrison,Sweet Thing - 2015 Remaster,262253
2021-02-19 03:42,Van Morrison,Have I Told You Lately,260387
2021-02-19 05:38,Van Morrison,I'm Not Feeling It Anymore,382418
2021-02-19 21:09,AC Slater,Giant Mouse,10850
2021-02-19 21:09,Dirty South,City Of Dreams - Radio Edit,14850
2021-02-19 21:09,Van Halen,Summer Nights,281773
2021-02-19 21:12,Jalen Santoy,Foreplay,173784
2021-02-19 21:14,Noname,no name,106852
2021-02-20 18:54,Noname,no name,138804
2021-02-20 18:57,Smino,Z4L (with Bari & Jay2),162590
2021-02-21 01:39,Lucky Daye,Real Games,124200
2021-02-21 01:43,Omar Apollo,Ugotme,274
2021-02-21 01:43,Omar Apollo,Hit Me Up,160000
2021-02-21 01:47,Omar Apollo,Hit Me Up,4343
2021-02-21 01:47,Omar Apollo,Want U Around (feat. Ruel),247720
2021-02-21 01:49,Omar Apollo,Ugotme,127272
2021-02-21 01:53,Omar Apollo,Erase,236794
2021-02-21 01:56,Omar Apollo,Unbothered,124954
2021-02-21 03:05,Van Morrison,Crazy Love - 2013 Remaster,155453
2021-02-21 03:08,Van Morrison,Domino - 1999 Remaster,189427
2021-02-21 03:13,Van Morrison,Caravan - 2013 Remaster,300800
2021-02-21 03:19,Van Morrison,In the Garden,347160
2021-02-21 03:24,Van Morrison,Sweet Thing - 2015 Remaster,262253
2021-02-21 03:28,Van Morrison,Have I Told You Lately,260387
2021-02-21 03:34,Van Morrison,I'm Not Feeling It Anymore,396213
2021-02-21 03:41,Van Morrison,Tupelo Honey,415040
2021-02-21 03:44,Van Morrison,Brown Eyed Girl,183307
2021-02-21 03:47,Omar Apollo,Imagine U,10403
2021-02-21 03:48,Van Morrison,Purple Heather,193069
2021-02-21 03:50,Van Morrison,Purple Heather,151573
2021-02-21 03:54,Van Morrison,Bright Side of the Road,226760
2021-02-21 03:55,Van Morrison,Days Gone By,54160
2021-02-21 03:57,Removebeforeflight,School Globes,117394
2021-02-21 22:53,AJR,Sober Up (feat. Rivers Cuomo),94197
2021-02-21 22:53,TOTO,Africa,2900
2021-02-21 22:54,Olivia Rodrigo,drivers license,16420
2021-02-21 22:58,Bryce Vine,Sunflower Seeds,228610
2021-02-21 23:00,Sonny Cleveland,Move On,174090
2021-02-21 23:03,Frank Sinatra,Fly Me To The Moon,147146
2021-02-21 23:07,Jacob Collier,All I Need (with Mahalia & Ty Dolla $ign),243786
2021-02-21 23:10,Rainbow Kitten Surprise,It's Called: Freefall,152293
